,config,energy,magnetization
0,"[[-1  1  1 -1 -1 -1 -1 -1 -1 -1 -1]
 [-1  1  1  1  1  1 -1  1  1 -1  1]
 [-1 -1 -1 -1 -1 -1 -1  1  1  1 -1]
 [ 1  1 -1 -1 -1 -1 -1  1  1  1  1]
 [ 1  1  1  1 -1  1  1 -1 -1  1  1]
 [-1 -1  1 -1 -1  1  1 -1 -1  1  1]
 [-1 -1 -1 -1 -1 -1  1 -1  1 -1  1]
 [ 1 -1 -1 -1 -1  1  1  1  1 -1 -1]
 [ 1  1  1  1 -1  1 -1 -1 -1 -1 -1]
 [ 1  1  1  1 -1  1  1 -1  1 -1 -1]
 [-1 -1 -1  1 -1 -1  1  1 -1  1 -1]]",-0.3140495867768595,-0.0743801652892562
1,"[[ 1  1 -1  1 -1  1  1 -1 -1  1 -1]
 [ 1 -1 -1 -1  1 -1  1 -1  1 -1 -1]
 [-1 -1 -1  1  1  1  1  1  1 -1 -1]
 [ 1 -1 -1 -1 -1  1 -1 -1  1  1 -1]
 [-1 -1  1 -1  1 -1 -1  1 -1  1  1]
 [-1 -1 -1 -1  1 -1 -1  1  1  1  1]
 [-1 -1 -1 -1  1  1  1  1 -1 -1 -1]
 [-1 -1 -1 -1  1  1  1 -1 -1  1 -1]
 [-1  1 -1 -1 -1 -1 -1 -1  1  1 -1]
 [-1 -1  1 -1  1 -1 -1 -1  1 -1  1]
 [ 1  1  1 -1 -1  1 -1  1  1  1  1]]",-0.1487603305785124,-0.12396694214876033
2,"[[ 1 -1 -1  1 -1 -1  1 -1  1  1  1]
 [ 1  1  1  1  1  1  1  1  1 -1  1]
 [-1  1  1 -1  1 -1  1  1 -1  1 -1]
 [ 1 -1 -1  1 -1  1  1  1  1  1 -1]
 [-1 -1 -1  1 -1  1  1 -1  1  1  1]
 [-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
 [ 1 -1 -1 -1 -1 -1 -1 -1  1 -1 -1]
 [ 1 -1  1  1 -1 -1 -1 -1  1  1  1]
 [ 1 -1  1  1  1 -1 -1 -1 -1 -1  1]
 [-1  1  1 -1  1 -1  1  1  1  1  1]
 [ 1 -1 -1 -1 -1 -1  1 -1 -1 -1 -1]]",-0.24793388429752067,-0.04132231404958678
3,"[[-1  1 -1  1 -1  1 -1 -1  1  1 -1]
 [ 1 -1 -1  1 -1  1 -1  1  1 -1 -1]
 [ 1  1 -1  1  1  1  1 -1 -1  1  1]
 [ 1  1  1  1 -1  1 -1 -1  1 -1 -1]
 [-1  1  1 -1 -1  1 -1  1  1 -1 -1]
 [-1  1 -1  1 -1  1 -1 -1 -1  1 -1]
 [ 1  1 -1 -1 -1 -1 -1  1 -1  1 -1]
 [ 1  1 -1  1  1 -1  1 -1  1 -1 -1]
 [-1 -1 -1  1 -1  1  1  1  1  1 -1]
 [-1  1  1 -1 -1  1 -1 -1  1  1  1]
 [ 1  1 -1 -1 -1  1 -1 -1 -1  1 -1]]",0.049586776859504134,-0.024793388429752067
4,"[[ 1 -1  1  1  1  1 -1 -1  1 -1 -1]
 [-1 -1 -1  1  1 -1 -1 -1  1  1  1]
 [ 1  1 -1 -1  1 -1 -1  1  1 -1 -1]
 [ 1  1  1 -1  1 -1  1 -1  1  1 -1]
 [-1  1  1  1 -1 -1 -1  1  1  1  1]
 [-1  1 -1 -1  1  1  1  1  1 -1 -1]
 [ 1 -1 -1 -1 -1  1  1  1  1  1 -1]
 [ 1 -1  1  1  1  1  1  1 -1 -1 -1]
 [ 1  1  1  1  1  1  1  1  1 -1 -1]
 [-1  1  1  1  1  1  1 -1 -1  1 -1]
 [ 1  1 -1  1 -1 -1 -1 -1 -1  1  1]]",-0.24793388429752067,0.15702479338842976
5,"[[-1  1  1  1  1  1  1 -1  1 -1 -1]
 [-1  1  1  1  1 -1  1  1  1 -1 -1]
 [ 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
 [ 1  1 -1 -1 -1 -1  1  1  1 -1  1]
 [ 1 -1 -1 -1 -1 -1  1  1 -1  1 -1]
 [ 1 -1 -1  1  1  1  1 -1 -1 -1 -1]
 [-1 -1  1  1 -1  1  1  1  1 -1  1]
 [ 1 -1  1  1  1  1  1 -1  1  1  1]
 [ 1  1 -1  1  1 -1 -1  1 -1 -1 -1]
 [-1  1  1 -1 -1  1  1  1  1  1  1]
 [ 1  1  1  1  1 -1  1  1  1  1 -1]]",-0.21487603305785125,0.12396694214876033
6,"[[-1 -1  1  1  1 -1 -1  1 -1 -1 -1]
 [ 1 -1  1 -1 -1  1  1  1  1 -1  1]
 [-1  1 -1  1  1 -1  1  1  1 -1 -1]
 [-1 -1 -1 -1 -1  1 -1 -1 -1  1  1]
 [ 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
 [-1 -1 -1 -1 -1 -1  1  1  1  1 -1]
 [ 1 -1 -1  1  1 -1  1 -1 -1 -1  1]
 [ 1 -1  1 -1  1 -1  1 -1  1  1 -1]
 [ 1  1 -1  1 -1 -1 -1  1  1 -1  1]
 [-1  1 -1 -1 -1 -1  1  1 -1  1 -1]
 [-1 -1 -1  1  1  1  1 -1  1  1  1]]",0.11570247933884298,-0.12396694214876033
7,"[[ 1  1  1 -1  1 -1 -1  1  1  1  1]
 [ 1  1  1  1 -1 -1 -1 -1 -1 -1 -1]
 [-1  1 -1  1 -1 -1 -1 -1 -1 -1 -1]
 [-1  1  1  1  1 -1  1  1 -1  1  1]
 [-1  1  1  1  1  1  1 -1  1 -1  1]
 [ 1  1  1  1  1  1 -1 -1  1 -1  1]
 [ 1 -1 -1  1  1 -1 -1 -1  1  1  1]
 [-1  1 -1 -1 -1 -1 -1 -1 -1  1 -1]
 [-1 -1 -1 -1 -1  1  1 -1  1  1  1]
 [-1 -1  1  1 -1  1 -1 -1  1  1 -1]
 [ 1  1 -1 -1 -1  1 -1  1  1  1  1]]",-0.4132231404958678,0.04132231404958678
8,"[[ 1  1  1 -1  1 -1  1 -1 -1  1  1]
 [ 1  1 -1 -1 -1  1  1  1  1  1 -1]
 [ 1  1 -1 -1 -1  1 -1 -1  1  1 -1]
 [-1  1  1  1 -1 -1 -1  1 -1 -1  1]
 [-1 -1  1 -1 -1 -1  1  1  1 -1 -1]
 [ 1  1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
 [ 1 -1 -1 -1 -1 -1  1 -1 -1  1  1]
 [-1 -1 -1 -1 -1  1  1  1 -1  1  1]
 [ 1  1  1 -1  1  1 -1 -1 -1  1  1]
 [-1 -1 -1 -1  1 -1  1 -1 -1  1 -1]
 [-1 -1 -1  1 -1  1  1 -1 -1  1  1]]",-0.21487603305785125,-0.10743801652892562
9,"[[-1 -1  1 -1 -1  1  1  1 -1 -1 -1]
 [-1  1 -1 -1 -1 -1  1  1 -1 -1 -1]
 [-1 -1  1  1  1  1  1 -1 -1 -1 -1]
 [ 1 -1 -1 -1 -1  1  1  1 -1 -1 -1]
 [-1  1  1  1 -1 -1  1 -1  1  1  1]
 [ 1 -1  1  1 -1  1 -1  1 -1  1 -1]
 [-1  1 -1 -1 -1  1  1  1  1 -1 -1]
 [ 1 -1  1  1  1  1 -1 -1 -1 -1  1]
 [ 1  1  1  1 -1 -1  1 -1 -1  1  1]
 [ 1 -1  1 -1  1  1 -1 -1 -1 -1  1]
 [ 1 -1 -1  1  1  1 -1 -1 -1 -1  1]]",-0.049586776859504134,-0.05785123966942149
